# The portable known-answer set: the differential's inputs, frozen.
#
# Ruling on #71's fourth disclosure. The `sha256sum` differential is a
# strong check and it needs a host binary; a check whose whole job is to
# run where the strong one cannot should not be four vectors. So the
# differential's input set is committed here with its answers, and the
# known-answer test reads this file. No host binary, no environment it
# can fail to find.
#
# GENERATED BY `sha256sum` -- an implementation that is not the one under
# test. A vector file produced from `sha2` would agree with `sha2` by
# construction and prove nothing. Before writing a line of this, the
# generating program was made to reproduce all four vectors FIPS 180-4
# publishes; those four stay inline in the test as the floor, and are not
# repeated here.
#
# Format: <spec>\t<digest>. A spec is `hex:<lowercase hex>` for literal
# bytes, or `rep:<hex byte>:<count>` for one byte repeated -- so a
# hundred thousand of the same byte is one short line rather than a
# megabyte of hex. `diet::digest`'s `decode` is the only reader.
#
# To regenerate: run `diet/digest/generate-vectors.py` from the workspace
# root. It is committed beside this file on purpose -- a header claiming a
# provenance the repository cannot reproduce is a claim nobody can check,
# and the obvious way to hand-add a vector is `sha2`, which is the one
# implementation these answers must not come from.
#
# The SPECS are not authoritative here. `diet::digest`'s `cases` builds the
# input set in code, because a claim about which inputs are covered cannot
# live in the file the check reads for its inputs -- a review demonstrated
# that swapping the distinctive groups for more `rep:61:n` lines with
# correct digests left every test green. This file freezes the ANSWERS,
# which are the part that cannot be derived without an independent
# implementation. The test refuses a spec no case names, and a case with
# no answer here.

# Every length to 200. Spans the one-block and two-block padding cases
# many times over, and includes 55/56 and 63/64/65, where the length
# field crosses a block boundary.
rep:61:0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
rep:61:1	ca978112ca1bbdcafac231b39a23dc4da786eff8147c4e72b9807785afee48bb
rep:61:2	961b6dd3ede3cb8ecbaacbd68de040cd78eb2ed5889130cceb4c49268ea4d506
rep:61:3	9834876dcfb05cb167a5c24953eba58c4ac89b1adf57f28f2f9d09af107ee8f0
rep:61:4	61be55a8e2f6b4e172338bddf184d6dbee29c98853e0a0485ecee7f27b9af0b4
rep:61:5	ed968e840d10d2d313a870bc131a4e2c311d7ad09bdf32b3418147221f51a6e2
rep:61:6	ed02457b5c41d964dbd2f2a609d63fe1bb7528dbe55e1abf5b52c249cd735797
rep:61:7	e46240714b5db3a23eee60479a623efba4d633d27fe4f03c904b9e219a7fbe60
rep:61:8	1f3ce40415a2081fa3eee75fc39fff8e56c22270d1a978a7249b592dcebd20b4
rep:61:9	f2aca93b80cae681221f0445fa4e2cae8a1f9f8fa1e1741d9639caad222f537d
rep:61:10	bf2cb58a68f684d95a3b78ef8f661c9a4e5b09e82cc8f9cc88cce90528caeb27
rep:61:11	28cb017dfc99073aa1b47c1b30f413e3ce774c4991eb4158de50f9dbb36d8043
rep:61:12	f24abc34b13fade76e805799f71187da6cd90b9cac373ae65ed57f143bd664e5
rep:61:13	a689d786e81340e45511dec6c7ab2d978434e5db123362450fe10cfac70d19d0
rep:61:14	82cab7df0abfb9d95dca4e5937ce2968c798c726fea48c016bf9763221efda13
rep:61:15	ef2df0b539c6c23de0f4cbe42648c301ae0e22e887340a4599fb4ef4e2678e48
rep:61:16	0c0beacef8877bbf2416eb00f2b5dc96354e26dd1df5517320459b1236860f8c
rep:61:17	b860666ee2966dd8f903be44ee605c6e1366f926d9f17a8f49937d11624eb99d
rep:61:18	c926defaaa3d13eda2fc63a553bb7fb7326bece6e7cb67ca5296e4727d89bab4
rep:61:19	a0b4aaab8a966e2193ba172d68162c4656860197f256b5f45f0203397ff3f99c
rep:61:20	42492da06234ad0ac76f5d5debdb6d1ae027cffbe746a1c13b89bb8bc0139137
rep:61:21	7df8e299c834de198e264c3e374bc58ecd9382252a705c183beb02f275571e3b
rep:61:22	ec7c494df6d2a7ea36668d656e6b8979e33641bfea378c15038af3964db057a3
rep:61:23	897d3e95b65f26676081f8b9f3a98b6ee4424566303e8d4e7c7522ebae219eab
rep:61:24	09f61f8d9cd65e6a0c258087c485b6293541364e42bd97b2d7936580c8aa3c54
rep:61:25	2f521e2a7d0bd812cbc035f4ed6806eb8d851793b04ba147e8f66b72f5d1f20f
rep:61:26	9976d549a25115dab4e36d0c1fb8f31cb07da87dd83275977360eb7dc09e88de
rep:61:27	cc0616e61cbd6e8e5e34e9fb2d320f37de915820206f5696c31f1fbd24aa16de
rep:61:28	9c547cb8115a44883b9f70ba68f75117cd55359c92611875e386f8af98c172ab
rep:61:29	6913c9c7fd42fe23df8b6bcd4dbaf1c17748948d97f2980b432319c39eddcf6c
rep:61:30	3a54fc0cbc0b0ef48b6507b7788096235d10292dd3ae24e22f5aa062d4f9864a
rep:61:31	61c60b487d1a921e0bcc9bf853dda0fb159b30bf57b2e2d2c753b00be15b5a09
rep:61:32	3ba3f5f43b92602683c19aee62a20342b084dd5971ddd33808d81a328879a547
rep:61:33	852785c805c77e71a22340a54e9d95933ed49121e7d2bf3c2d358854bc1359ea
rep:61:34	a27c896c4859204843166af66f0e902b9c3b3ed6d2fd13d435abc020065c526f
rep:61:35	629362afc62c74497caed2272e30f8125ecd0965f8d8d7cfc4e260f7f8dd319d
rep:61:36	22c1d24bcd03e9aee9832efccd6da613fc702793178e5f12c945c7b67ddda933
rep:61:37	21ec055b38ce759cd4d0f477e9bdec2c5b8199945db4439bae334a964df6246c
